                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     
S  | |V    | |     63337| |     33| |03/01/25| |  351513-3| |SACO P/LIXO UTILIX 50L C/10   | |  174874| |028/014/004 | |          10| |PC/00001  | |         3,80| |        38,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  351600-8| |QUEIJO RALADO G.MESTRI PARM 40| |  173614| |033/009/016 | |           7| |EN/00001  | |         4,59| |        32,13| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  351814-0| |MOLHO ALHO TAPAJOS 150ML      | | 1008978| |015/010/001 | |           1| |FR/00001  | |         2,73| |         2,73| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  351828-0| |MOLHO PIMENTA TAPAJOS CHEIRO 1| | 1008978| |015/010/005 | |           4| |FR/00001  | |         2,73| |        10,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  352452-3| |MOLHO SOJA TAPAJOS SHOYU 150ML| | 1008978| |015/010/007 | |           2| |FR/00001  | |         3,64| |         7,28| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  352456-6| |MOLHO PIMENTA TAPAJOS VERMELHA| | 1008978| |015/010/005 | |           4| |FR/00001  | |         2,73| |        10,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  352691-7| |MOLHO ALHO TAPAJOS E.FINAS 150| | 1008978| |015/010/001 | |           1| |FR/00001  | |         2,52| |         2,52| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  353448-0| |MOLHO BRANCO FUGINI 250G      | |  183156| |015/010/002 | |           1| |PC/00001  | |         3,89| |         3,89| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  353453-7| |MOLHO MADEIRA FUGINI SACHE 290| |  183156| |015/010/016 | |           2| |PC/00001  | |         8,53| |        17,06| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  353744-7| |AMACIANTE COMFORT ENERGIA FLOR| |  145866| |021/003/007 | |           8| |FR/00001  | |        10,65| |        85,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  353998-9| |FOLHADO FORNO MINAS BANANA/CAN| | 1001485| |036/013/001 | |           2| |BJ/00001  | |        11,20| |        22,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  354257-2| |MANIVA MOIDA REGIONAL COZIDA 1| | 1015729| |031/006/006 | |           7| |PC/00001  | |         6,69| |        46,83| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  354889-9| |CANETA COMPACTOR 07 C/4 2AZ/1P| | 1033778| |233/002/003 | |           1| |CA/00001  | |         7,90| |         7,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  354893-7| |CANETA HIDROCOR COMPACTOR COLO| | 1033778| |233/002/007 | |           1| |UN/00001  | |        29,90| |        29,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  354994-1| |QUEIJO RALADO CANTO MINAS PARM| |  218596| |033/009/016 | |          24| |PC/00001  | |         6,83| |       163,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  355103-2| |DESOD AER REXONA ACTIVE 150ML | |  145866| |027/004/005 | |           5| |UN/00001  | |        14,48| |        72,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  355109-1| |DESOD AER REXONA V8 150ML +++ | |  145866| |027/004/005 | |           4| |UN/00001  | |        14,48| |        57,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  355291-8| |LIMPADOR AJAX LAVANDA 1L      | |  262234| |021/009/003 | |           1| |UN/00001  | |        10,75| |        10,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  355327-2| |APONTADOR ESCOLAR DEP G SERTIC| | 1080016| |233/003/002 | |           1| |UN/00001  | |         3,90| |         3,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  355406-6| |LAPIS DE COR PLASTIC 12 CORES | | 1080016| |233/002/001 | |           1| |UN/00001  | |         6,90| |         6,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356173-9| |SUCO PANIZZON UVA INT TTO 500M| |  139726| |002/005/002 | |           3| |GF/00001  | |        10,98| |        32,94| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356189-5| |SUCO PANIZZON UVA TTO INTEG 1L| |  139726| |002/005/003 | |          10| |GF/00001  | |        18,97| |       189,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356200-0| |SUCO PANIZZON UVA TTO INTEG 1,| |  139726| |002/005/004 | |           3| |GF/00001  | |        28,20| |        84,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356420-7| |EMPANADO SEARA T.MONICA TRAD 3| |  186929| |036/010/001 | |           5| |CT/00001  | |        12,50| |        62,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356517-3| |VINAGRE FIGUEIRA ALCOOL 500ml | |  163589| |015/015/001 | |          17| |FR/00001  | |         2,39| |        40,63| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  356947-0| |SALAME PAMPLONA MILANO FATIADO| |  129399| |030/010/003 | |           1| |PC/00001  | |        14,55| |        14,55| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  357554-3| |FARINHA LAC NESTLE TRAD SACH 2| | 1004239| |013/018/005 | |          19| |PC/00001  | |         7,59| |       144,21| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  357556-0| |NESTON 3 CEREAIS SACHET 210G  | | 1004239| |013/018/003 | |           9| |PC/00001  | |         7,79| |        70,11| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| |  358088-1| |TIRA MANCHA VANISH TABL 75g   | |  240362| |021/014/010 | |           1| |TB/00001  | |         7,85| |         7,85| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358089-0| |SUCO CANA VITORIA 330ML       | |  176842| |058/003/003 | |           5| |GF/00001  | |         7,20| |        36,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358091-1| |SUCO CANA VITORIA 1L          | |  176842| |058/003/001 | |          12| |GF/00001  | |        13,60| |       163,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358318-0| |COADOR CAFE MR OLIVEIRA N.02  | |  177067| |054/015/001 | |           3| |UN/00001  | |         5,11| |        15,33| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358322-8| |COADOR CAFE MR OLIVEIRA N.01  | |  177067| |054/015/001 | |           3| |UN/00001  | |         4,40| |        13,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358331-7| |COADOR CAFE MR OLIVEIRA N.03  | |  177067| |054/015/001 | |           2| |UN/00001  | |         5,81| |        11,62| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358339-2| |COADOR AGUA MR OLIVEIRA P/TORN| |  177067| |054/001/004 | |           2| |UN/00001  | |         3,52| |         7,04| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358345-7| |CATCHUP HELLMANN S TRAD 380g +| |  146404| |015/008/001 | |           2| |FR/00001  | |        17,74| |        35,48| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358376-7| |ALCOOL STA CRUZ 46,3 500ml +++| | 1028855| |026/001/001 | |          11| |FR/00001  | |         4,02| |        44,22| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358377-5| |ALCOOL STA CRUZ 46,3 1L +++   | | 1028855| |026/001/001 | |          18| |FR/00001  | |         8,59| |       154,62| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  358805-0| |VINAGRE MINHOTO ALCOOL L750/P5| |  163589| |015/015/001 | |           6| |FR/00001  | |         4,19| |        25,14| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  359395-9| |FACA TRAMONTINA KOLOR MESA PRE| | 1007122| |053/004/003 | |           1| |CA/00001  | |        11,50| |        11,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  359432-7| |COLHER TRAMONTINA N.KOLOR MESA| | 1007122| |053/004/001 | |           1| |CA/00001  | |        10,80| |        10,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  359452-1| |CERVEJA TIJUCA LATA 269ML+++  | | 1030841| |001/006/014 | |         128| |LA/00001  | |         2,89| |       369,92| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  360436-5| |FEIJAO RAJADO CAVALO ROSITA 1k| |  190942| |010/002/002 | |           5| |PC/00001  | |         7,59| |        37,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  360439-0| |CAFE MOIDO PILAO ALMOF 250g+++| | 1017721| |013/011/002 | |          12| |PC/00001  | |        13,89| |       166,68| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  360440-3| |FEIJAO CARIOCA ROSITA 1kg +++ | |  190942| |010/002/007 | |           1| |PC/00001  | |         6,25| |         6,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  361171-0| |COMP ALIM OVOMALTINE CHOC FLOC| | 1011006| |013/003/001 | |           2| |PC/00001  | |        16,84| |        33,68| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  361537-5| |BISC PORTO ALEGRE CHAMPAGNE 15| | 1001485| |004/008/001 | |           1| |PC/00001  | |         8,79| |         8,79| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  361624-0| |XAROPE GAROTO GUARANA 1L      | | 7057903| |002/007/001 | |          25| |GF/00001  | |         8,61| |       215,21| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  361630-4| |FOSFORO PARANA GIGANTE C/50 PA| | 7056370| |062/001/002 | |           9| |CT/00001  | |         2,64| |        23,76| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  361674-6| |MOLHO PIMENTA REGIONAL TUCUPI | | 1015729| |031/010/001 | |           6| |GF/00001  | |         4,98| |        29,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  362693-8| |CAMARAO COSTA SUL S/CASC CONG | |  156132| |034/002/001 | |           3| |PC/00001  | |        57,90| |       173,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  362814-0| |MANTEIGA CAPIXABA C/SAL 200G  | | 2011182| |033/004/001 | |           2| |PT/00001  | |        13,58| |        27,16| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363249-0| |FOLHA ALUM LUMIPAM 30CMX7,5M  | |  266167| |054/021/007 | |           2| |UN/00001  | |         4,10| |         8,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363250-4| |FOLHA ALUM LUMIPAM 45CMX4M    | |  266167| |054/021/007 | |           5| |UN/00001  | |         3,69| |        18,45| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363292-0| |PAPEL MANTEIGA LUMIPAM 28CMX4M| |  266167| |054/021/004 | |           3| |UN/00001  | |         2,68| |         8,04| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363294-6| |FOLHA ALUM LUMIPAM 30CMX4M    | |  266167| |054/021/007 | |           6| |UN/00001  | |         2,49| |        14,94| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363295-4| |FILME PVC LUMIPAM TRANSP 28CMX| |  266167| |054/021/002 | |           1| |UN/00001  | |         2,65| |         2,65| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363348-9| |FILME PVC LUMIPAM TRANSP 28CMX| |  266167| |054/021/002 | |           6| |UN/00001  | |         4,90| |        29,40| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363424-8| |DESOD AER GIOVANNA BABY CHERRY| | 7026706| |027/004/005 | |           1| |LA/00001  | |        17,68| |        17,68| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363550-3| |VINHO SAN MARTIN BORDO TTO SUA| |  139726| |001/014/001 | |           1| |GF/00001  | |        21,20| |        21,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363551-1| |VINHO SAN MARTIN TTO SUAVE 750| |  139726| |001/014/001 | |           2| |GF/00001  | |        18,39| |        36,78| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363929-0| |REP PONTAS FIXED QUERATINA 60M| |  152846| |025/004/006 | |           2| |UN/00001  | |        10,60| |        21,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  363931-2| |REP PONTAS FIXED CERAMIDA 60ML| |  152846| |025/004/006 | |           1| |UN/00001  | |        10,60| |        10,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  364766-8| |BEIJO MOCA COOKIES 60G        | |  176664| |045/004/002 | |           1| |CA/00001  | |         6,25| |         6,25| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365047-2| |OLEO GERGELIM GERMINA 80ML    | |  179760| |016/020/007 | |           1| |VD/00001  | |        13,58| |        13,58| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365289-0| |FAROFA PRONTA GERMINA PICANHA | |  179760| |016/008/013 | |           1| |PC/00001  | |         5,95| |         5,95| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365291-2| |COLAGENO GERMINA HIDROLISADO 8| |  179760| |016/023/001 | |           1| |UN/00001  | |        13,50| |        13,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365293-9| |FARINHA CHIA GERMINA 200G     | |  179760| |016/008/006 | |           1| |PC/00001  | |         9,50| |         9,50| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365294-7| |FAROFA PRONTA GERMINA TRAD 250| |  179760| |016/008/013 | |           2| |PC/00001  | |         5,95| |        11,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365295-5| |FARINHA LINHACA GERMINA DOURAD| |  179760| |016/008/012 | |           2| |PC/00001  | |         6,07| |        12,14| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365296-3| |SEMENTE CHIA GERMINA 200G+++  | |  179760| |016/008/007 | |           1| |PC/00001  | |        12,48| |        12,48| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365297-1| |GRANOLA GERMINA MIX 250g      | |  179760| |016/008/014 | |           2| |PC/00001  | |         6,15| |        12,30| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365298-0| |GRANOLA GERMINA MIX 1KG       | |  179760| |016/008/014 | |           1| |PC/00001  | |        24,49| |        24,49| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365299-8| |LINHACA GERMINA MARRON 200G   | |  179760| |016/008/012 | |           4| |PC/00001  | |         5,55| |        22,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  365300-5| |GERGELIM BCO GERMINA 200g     | |  179760| |016/008/015 | |           1| |UN/00001  | |         9,35| |         9,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
                       Compras - Últimas Movimentações                 04/01/25 
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
                   ANALÍTICO - Período: 03/01/25 à 03/01/25                     
E/S| |Tp.NF| |  Nro Nota| | Agenda| |Data    | |   Produto| |Descrição Produto             | |   Forn.| |Sec/Grp/SGrp| |        Qtde| |Emb       | |     Custo Un| |    Custo Tot| |Vencimento| |Filial   | |Orig/Dest| |Descrição                     

S  | |V    | |     63337| |     33| |03/01/25| |  366061-3| |MAIONESE HEINZ PET 215G       | | 7010320| |015/016/001 | |           6| |FR/00001  | |        12,60| |        75,60| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  369369-4| |PICKLES MISTO LUCA 200G       | | 1000063| |007/013/001 | |           1| |PT/00001  | |         6,98| |         6,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  369469-0| |DESOD ROLL ON DOVE MEN INVIS D| |  145866| |027/004/002 | |           7| |FR/00001  | |        10,72| |        75,04| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  369966-8| |APONTADOR TWIN MOLIN          | | 1081624| |312/002/003 | |           1| |UN/00001  | |        12,99| |        12,99| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  370261-8| |CATCHUP HELLMANN S TRAD 178G  | |  146404| |015/008/001 | |           2| |FR/00001  | |        10,54| |        21,08| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  370262-6| |MAIONESE HELLMANNS 335G       | |  146404| |015/016/001 | |           5| |FR/00001  | |        14,67| |        73,35| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  370264-2| |MOLHO 3 EM1 HELLMANN S 370G   | |  146404| |015/010/009 | |           1| |FR/00001  | |        18,27| |        18,27| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  370265-0| |CATCHUP HELLMANN S PICANTE 380| |  146404| |015/008/001 | |           1| |FR/00001  | |        18,74| |        18,74| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  371403-9| |CEREAL BARRA AGTAL MIXED NUT.N| | 1084038| |016/008/005 | |           1| |CT/00001  | |         5,19| |         5,19| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  371486-1| |ALIM GATOS WHISKAS PELO SAUDAV| | 1002120| |017/002/001 | |           1| |PT/00001  | |        12,70| |        12,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  371489-6| |ALIM GATOS WHISKAS ANTI BOLA P| | 1002120| |017/002/001 | |           4| |PT/00001  | |        12,70| |        50,80| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372062-4| |LASANHA SEARA BOLONHESA 350G  | |  186929| |036/012/001 | |           1| |UN/00001  | |        10,75| |        10,75| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372460-3| |MOLHO BARBECUE HEINZ TRAD 397G| | 7010320| |015/010/015 | |           2| |FR/00001  | |        28,10| |        56,20| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372655-0| |LEITE PO MOLICO T.CALCIO DESN.| | 1005618| |006/002/004 | |           2| |LA/00001  | |        23,59| |        47,18| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372658-4| |LEITE PO MOLICO T.CALCIO DESN.| | 1005618| |006/002/006 | |           2| |PC/00001  | |        37,57| |        75,14| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372729-7| |PURIF AR BOM AR AER F.MA LAV A| |  240362| |026/011/001 | |           1| |LA/00001  | |        52,98| |        52,98| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372795-5| |ARROZ BIJU L.F. TIPO 1 1KG +++| |  132390| |010/001/001 | |          14| |PC/00001  | |         7,19| |       100,66| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372796-3| |ARROZ BIJU PARB L.F. TIPO 1 1K| |  132390| |010/001/005 | |          12| |PC/00001  | |         6,99| |        83,88| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  372921-4| |CAFE 3 CORACOES CAPPUC CLASSIC| | 1077406| |013/025/003 | |           1| |UN/00001  | |        23,08| |        23,08| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  373751-9| |MOLHO SOJA MARIZA YAKISSOBA ES| | 1008404| |015/010/007 | |           1| |PT/00001  | |        11,58| |        11,58| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  374457-4| |QUEIJO POLENGUINHO POCKET LIGH| | 1027557| |033/009/010 | |           2| |CT/00001  | |         3,00| |         6,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  374644-5| |TUBES REGALIZ FINI ACIDO MORAN| |  251674| |012/004/004 | |           1| |PC/00001  | |         9,29| |         9,29| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  374834-0| |PAO QUEIJO FORNO MINAS COQUETE| | 1001485| |036/004/001 | |           2| |PC/00001  | |        16,50| |        33,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  477810-3| |CALCA MICRO FEM DEL RIO MO7/EG| | 1079204| |274/001/001 | |           1| |UN/00001  | |        39,00| |        39,00| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  500088-2| |CAD BROCH 1/4 CD AZUL STIFF 96| |  245534| |233/001/002 | |           1| |UN/00001  | |         8,90| |         8,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  503605-4| |TALCO BARLA 140G              | | 1093371| |027/006/003 | |           9| |UN/00001  | |         8,10| |        72,90| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
S  | |V    | |     63337| |     33| |03/01/25| |  503606-2| |TALCO BARLA 80G               | | 1093371| |027/006/002 | |          15| |UN/00001  | |         5,98| |        89,70| |03/01/25  | |40-0     | |20000-0  | |CLIENTE VAREJO PADRAO         
